,analysis_sample_rate,danceability,duration
104,22050,0.0,233.58649
105,22050,0.0,238.94159
106,22050,0.0,417.72363
107,22050,0.0,243.17342
108,22050,0.0,235.2322
109,22050,0.0,194.32444
110,22050,0.0,276.4273
111,22050,0.0,260.44036
112,22050,0.0,228.33587
113,22050,0.0,39.00036
114,22050,0.0,215.01342
115,22050,0.0,183.01342
116,22050,0.0,409.73016
117,22050,0.0,388.96281
118,22050,0.0,476.18567
119,22050,0.0,160.31302
120,22050,0.0,188.49914
121,22050,0.0,144.16934
122,22050,0.0,160.1824
123,22050,0.0,196.33587
124,22050,0.0,195.91791
125,22050,0.0,243.98322
126,22050,0.0,330.78812
127,22050,0.0,425.37751
128,22050,0.0,240.50893
129,22050,0.0,146.72934
130,22050,0.0,7.13098
131,22050,0.0,293.92934
132,22050,0.0,598.62159
133,22050,0.0,227.52608
134,22050,0.0,249.93914
135,22050,0.0,77.60934
136,22050,0.0,345.33832
137,22050,0.0,212.50567
138,22050,0.0,137.1424
139,22050,0.0,308.76689
140,22050,0.0,231.33995
141,22050,0.0,415.4771
142,22050,0.0,343.35302
143,22050,0.0,178.65098
144,22050,0.0,203.2322
145,22050,0.0,263.41832
146,22050,0.0,377.62567
147,22050,0.0,239.0722
148,22050,0.0,155.61098
149,22050,0.0,295.75791
150,22050,0.0,196.96281
151,22050,0.0,213.31546
152,22050,0.0,300.14649
153,22050,0.0,231.60118
154,22050,0.0,303.72526
155,22050,0.0,153.70404
156,22050,0.0,294.26893
157,22050,0.0,226.40281
158,22050,0.0,202.08281
159,22050,0.0,255.05914
160,22050,0.0,477.49179
161,22050,0.0,101.642
162,22050,0.0,31.29424
163,22050,0.0,281.0771
164,22050,0.0,307.33016
165,22050,0.0,235.02322
166,22050,0.0,183.90159
167,22050,0.0,304.66567
168,22050,0.0,203.65016
169,22050,0.0,191.60771
170,22050,0.0,231.70567
171,22050,0.0,189.6224
172,22050,0.0,163.39546
173,22050,0.0,197.38077
174,22050,0.0,237.19138
175,22050,0.0,249.18159
176,22050,0.0,379.32363
177,22050,0.0,203.96363
178,22050,0.0,205.11302
179,22050,0.0,302.602
180,22050,0.0,199.54893
181,22050,0.0,259.36934
182,22050,0.0,327.88853
183,22050,0.0,405.78567
184,22050,0.0,393.61261
185,22050,0.0,292.80608
186,22050,0.0,110.94159
187,22050,0.0,222.30159
188,22050,0.0,166.03383
189,22050,0.0,192.23465
190,22050,0.0,152.86812
191,22050,0.0,168.56771
192,22050,0.0,1280.88771
193,22050,0.0,540.52526
194,22050,0.0,261.43302
195,22050,0.0,183.35302
196,22050,0.0,347.61098
197,22050,0.0,147.06893
198,22050,0.0,384.54812
199,22050,0.0,154.53995
200,22050,0.0,138.44853
201,22050,0.0,187.76771
202,22050,0.0,284.00281
203,22050,0.0,328.4371
204,22050,0.0,207.98649
205,22050,0.0,258.2722
206,22050,0.0,143.67302
207,22050,0.0,142.36689
208,22050,0.0,248.08444
209,22050,0.0,158.27546
210,22050,0.0,206.602
211,22050,0.0,123.24526
212,22050,0.0,266.94485
213,22050,0.0,235.65016
214,22050,0.0,266.34404
215,22050,0.0,191.92118
216,22050,0.0,415.50322
217,22050,0.0,115.82649
218,22050,0.0,68.49261
219,22050,0.0,214.90893
220,22050,0.0,387.26485
221,22050,0.0,259.91791
222,22050,0.0,173.26975
223,22050,0.0,287.34649
224,22050,0.0,232.51546
225,22050,0.0,250.01751
226,22050,0.0,209.42322
227,22050,0.0,228.362
228,22050,0.0,139.78077
229,22050,0.0,912.97914
230,22050,0.0,93.80526
231,22050,0.0,247.14404
232,22050,0.0,13.26975
233,22050,0.0,169.89995
234,22050,0.0,223.29424
235,22050,0.0,10.65751
236,22050,0.0,158.32771
237,22050,0.0,282.38322
238,22050,0.0,190.74567
239,22050,0.0,274.23302
240,22050,0.0,207.882
241,22050,0.0,144.01261
242,22050,0.0,150.17751
243,22050,0.0,348.29016
244,22050,0.0,253.09995
245,22050,0.0,328.14975
246,22050,0.0,184.76363
247,22050,0.0,215.7971
248,22050,0.0,170.50077
249,22050,0.0,182.83057
250,22050,0.0,549.3024
251,22050,0.0,185.18159
252,22050,0.0,277.002
253,22050,0.0,202.57914
254,22050,0.0,230.50404
255,22050,0.0,180.32281
256,22050,0.0,144.14322
257,22050,0.0,230.37342
258,22050,0.0,154.95791
259,22050,0.0,223.39873
260,22050,0.0,175.25506
261,22050,0.0,183.50975
262,22050,0.0,92.13342
263,22050,0.0,339.35628
264,22050,0.0,186.67057
265,22050,0.0,196.23138
266,22050,0.0,861.83138
267,22050,0.0,222.14485
268,22050,0.0,259.23873
269,22050,0.0,248.58077
270,22050,0.0,226.40281
271,22050,0.0,207.28118
272,22050,0.0,298.57914
273,22050,0.0,260.10077
274,22050,0.0,333.89669
275,22050,0.0,206.34077
276,22050,0.0,259.02975
277,22050,0.0,241.8673
278,22050,0.0,232.202
279,22050,0.0,181.39383
280,22050,0.0,156.05506
281,22050,0.0,237.00853
282,22050,0.0,235.07546
283,22050,0.0,176.03873
284,22050,0.0,174.31465
285,22050,0.0,549.38077
286,22050,0.0,153.91302
287,22050,0.0,530.70322
288,22050,0.0,258.89914
289,22050,0.0,154.27873
290,22050,0.0,216.63302
291,22050,0.0,166.94812
292,22050,0.0,196.93669
293,22050,0.0,334.75873
294,22050,0.0,423.70567
295,22050,0.0,180.13995
296,22050,0.0,175.51628
297,22050,0.0,234.57914
298,22050,0.0,297.03791
299,22050,0.0,255.16363
300,22050,0.0,521.79546
301,22050,0.0,179.61751
302,22050,0.0,230.47791
303,22050,0.0,179.46077
304,22050,0.0,162.06322
305,22050,0.0,12.95628
306,22050,0.0,424.85506
307,22050,0.0,248.63302
308,22050,0.0,745.40363
309,22050,0.0,414.24934
310,22050,0.0,239.90812
311,22050,0.0,151.09179
312,22050,0.0,214.33424
313,22050,0.0,224.07791
314,22050,0.0,203.54567
315,22050,0.0,168.30649
316,22050,0.0,264.6722
317,22050,0.0,199.83628
318,22050,0.0,216.58077
319,22050,0.0,200.9073
320,22050,0.0,301.19138
321,22050,0.0,226.37669
322,22050,0.0,468.00934
323,22050,0.0,186.8273
324,22050,0.0,174.81098
325,22050,0.0,246.96118
326,22050,0.0,151.09179
327,22050,0.0,160.60036
328,22050,0.0,230.37342
329,22050,0.0,199.75791
330,22050,0.0,130.76853
331,22050,0.0,150.56934
332,22050,0.0,179.09506
333,22050,0.0,227.082
334,22050,0.0,202.29179
335,22050,0.0,220.70812
336,22050,0.0,253.51791
337,22050,0.0,210.85995
338,22050,0.0,216.86812
339,22050,0.0,172.09424
340,22050,0.0,338.9122
341,22050,0.0,148.29669
342,22050,0.0,225.67138
343,22050,0.0,153.57342
344,22050,0.0,166.3473
345,22050,0.0,263.83628
346,22050,0.0,370.75546
347,22050,0.0,265.24689
348,22050,0.0,242.75546
349,22050,0.0,397.5571
350,22050,0.0,147.43465
351,22050,0.0,277.55057
352,22050,0.0,188.08118
353,22050,0.0,277.99465
354,22050,0.0,465.6322
355,22050,0.0,174.23628
356,22050,0.0,237.92281
357,22050,0.0,232.4371
358,22050,0.0,161.38404
359,22050,0.0,266.47465
360,22050,0.0,336.24771
361,22050,0.0,92.18567
362,22050,0.0,313.15546
363,22050,0.0,133.25016
364,22050,0.0,168.54159
365,22050,0.0,240.40444
366,22050,0.0,108.19873
367,22050,0.0,174.23628
368,22050,0.0,179.93098
369,22050,0.0,226.61179
370,22050,0.0,280.2673
371,22050,0.0,237.16526
372,22050,0.0,243.17342
373,22050,0.0,142.23628
374,22050,0.0,920.76363
375,22050,0.0,138.86649
376,22050,0.0,346.51383
377,22050,0.0,203.93751
378,22050,0.0,311.19628
379,22050,0.0,183.19628
380,22050,0.0,294.19057
381,22050,0.0,191.21587
382,22050,0.0,63.29424
383,22050,0.0,112.90077
384,22050,0.0,194.82077
385,22050,0.0,217.88689
386,22050,0.0,193.90649
387,22050,0.0,245.81179
388,22050,0.0,478.45832
389,22050,0.0,250.48771
390,22050,0.0,185.28608
391,22050,0.0,286.77179
392,22050,0.0,194.87302
393,22050,0.0,220.26404
394,22050,0.0,217.10322
395,22050,0.0,209.29261
396,22050,0.0,221.72689
397,22050,0.0,160.93995
398,22050,0.0,87.32689
399,22050,0.0,154.5922
400,22050,0.0,304.14322
401,22050,0.0,277.21098
402,22050,0.0,224.41751
403,22050,0.0,303.75138
404,22050,0.0,301.16526
405,22050,0.0,183.19628
406,22050,0.0,1203.53914
407,22050,0.0,487.33995
408,22050,0.0,283.79383
409,22050,0.0,95.9473
410,22050,0.0,172.90404
411,22050,0.0,168.72444
412,22050,0.0,270.39302
413,22050,0.0,315.08853
414,22050,0.0,370.85995
415,22050,0.0,304.19546
416,22050,0.0,230.24281
417,22050,0.0,217.88689
418,22050,0.0,273.13587
419,22050,0.0,270.73261
420,22050,0.0,228.8322
421,22050,0.0,115.17342
422,22050,0.0,339.80036
423,22050,0.0,12.85179
424,22050,0.0,249.96526
425,22050,0.0,261.82485
426,22050,0.0,229.61587
427,22050,0.0,152.05832
428,22050,0.0,153.57342
429,22050,0.0,337.81506
430,22050,0.0,316.73424
431,22050,0.0,213.96853
432,22050,0.0,148.71465
433,22050,0.0,215.43138
434,22050,0.0,128.93995
435,22050,0.0,207.09832
436,22050,0.0,170.65751
437,22050,0.0,132.33587
438,22050,0.0,302.13179
439,22050,0.0,171.49342
440,22050,0.0,288.26077
441,22050,0.0,124.83873
442,22050,0.0,210.9122
443,22050,0.0,175.3073
444,22050,0.0,266.1873
445,22050,0.0,328.48934
446,22050,0.0,306.05016
447,22050,0.0,336.09098
448,22050,0.0,244.4273
449,22050,0.0,207.41179
450,22050,0.0,204.06812
451,22050,0.0,273.05751
452,22050,0.0,231.1571
453,22050,0.0,292.57098
454,22050,0.0,136.12363
455,22050,0.0,157.93587
456,22050,0.0,201.42975
457,22050,0.0,397.16526
458,22050,0.0,269.37424
459,22050,0.0,174.91546
460,22050,0.0,238.23628
461,22050,0.0,277.75955
462,22050,0.0,213.9424
463,22050,0.0,277.21098
464,22050,0.0,232.12363
465,22050,0.0,276.21832
466,22050,0.0,108.2771
467,22050,0.0,575.58159
468,22050,0.0,223.52934
469,22050,0.0,156.52526
470,22050,0.0,196.362
471,22050,0.0,238.21016
472,22050,0.0,169.09016
473,22050,0.0,274.70322
474,22050,0.0,181.86404
475,22050,0.0,142.65424
476,22050,0.0,126.14485
477,22050,0.0,261.32853
478,22050,0.0,145.00526
479,22050,0.0,198.42567
480,22050,0.0,227.082
481,22050,0.0,173.08689
482,22050,0.0,240.71791
483,22050,0.0,195.68281
484,22050,0.0,237.19138
485,22050,0.0,199.67955
486,22050,0.0,229.45914
487,22050,0.0,406.85669
488,22050,0.0,353.69751
489,22050,0.0,254.17098
490,22050,0.0,387.16036
491,22050,0.0,481.54077
492,22050,0.0,288.49587
493,22050,0.0,186.69669
494,22050,0.0,123.74159
495,22050,0.0,222.9024
496,22050,0.0,338.96444
497,22050,0.0,276.45342
498,22050,0.0,210.07628
499,22050,0.0,331.88526
500,22050,0.0,168.6722
501,22050,0.0,163.76118
502,22050,0.0,159.60771
503,22050,0.0,227.00363
504,22050,0.0,206.57587
505,22050,0.0,181.52444
506,22050,0.0,207.62077
507,22050,0.0,193.56689
508,22050,0.0,227.082
509,22050,0.0,156.57751
510,22050,0.0,436.53179
511,22050,0.0,332.06812
512,22050,0.0,405.41995
513,22050,0.0,118.5171
514,22050,0.0,322.29832
515,22050,0.0,280.08444
516,22050,0.0,54.15138
517,22050,0.0,281.05098
518,22050,0.0,185.0771
519,22050,0.0,256.1824
520,22050,0.0,173.06077
521,22050,0.0,409.0771
522,22050,0.0,136.77669
523,22050,0.0,179.59138
524,22050,0.0,245.26322
525,22050,0.0,206.44526
526,22050,0.0,184.99873
527,22050,0.0,207.80363
528,22050,0.0,225.90649
529,22050,0.0,166.21669
530,22050,0.0,119.40526
531,22050,0.0,194.40281
532,22050,0.0,165.3024
533,22050,0.0,136.202
534,22050,0.0,498.38975
535,22050,0.0,170.4224
536,22050,0.0,178.78159
537,22050,0.0,305.10975
538,22050,0.0,244.45342
539,22050,0.0,272.14322
540,22050,0.0,405.10649
541,22050,0.0,222.77179
542,22050,0.0,205.45261
543,22050,0.0,157.36118
544,22050,0.0,275.74812
545,22050,0.0,315.14077
546,22050,0.0,177.81506
547,22050,0.0,185.70404
548,22050,0.0,250.53995
549,22050,0.0,125.70077
550,22050,0.0,215.09179
551,22050,0.0,411.92444
552,22050,0.0,236.19873
553,22050,0.0,338.75546
554,22050,0.0,146.28526
555,22050,0.0,295.02649
556,22050,0.0,320.15628
557,22050,0.0,138.55302
558,22050,0.0,280.65914
559,22050,0.0,176.97914
560,22050,0.0,102.68689
561,22050,0.0,221.20444
562,22050,0.0,282.14812
563,22050,0.0,329.35138
564,22050,0.0,441.99138
565,22050,0.0,147.64363
566,22050,0.0,201.24689
567,22050,0.0,390.00771
568,22050,0.0,153.23383
569,22050,0.0,379.402
570,22050,0.0,298.39628
571,22050,0.0,120.65914
572,22050,0.0,834.24608
573,22050,0.0,156.83873
574,22050,0.0,91.21914
575,22050,0.0,327.26159
576,22050,0.0,131.3171
577,22050,0.0,484.10077
578,22050,0.0,154.06975
579,22050,0.0,86.88281
580,22050,0.0,187.16689
581,22050,0.0,194.61179
582,22050,0.0,184.68526
583,22050,0.0,93.09995
584,22050,0.0,202.26567
585,22050,0.0,339.06893
586,22050,0.0,216.45016
587,22050,0.0,352.02567
588,22050,0.0,260.72771
589,22050,0.0,173.68771
590,22050,0.0,201.50812
591,22050,0.0,105.35138
592,22050,0.0,209.00526
593,22050,0.0,148.79302
594,22050,0.0,239.35955
595,22050,0.0,164.54485
596,22050,0.0,311.14404
597,22050,0.0,233.45587
598,22050,0.0,172.48608
599,22050,0.0,118.85669
600,22050,0.0,180.87138
601,22050,0.0,261.74649
602,22050,0.0,285.41342
603,22050,0.0,228.51873
604,22050,0.0,237.50485
605,22050,0.0,198.5824
606,22050,0.0,246.02077
607,22050,0.0,362.50077
608,22050,0.0,251.29751
609,22050,0.0,401.65832
610,22050,0.0,229.14567
611,22050,0.0,109.37424
612,22050,0.0,243.06893
613,22050,0.0,146.57261
614,22050,0.0,514.0371
615,22050,0.0,99.00363
616,22050,0.0,338.36363
617,22050,0.0,214.54322
618,22050,0.0,110.15791
619,22050,0.0,148.00934
620,22050,0.0,397.06077
621,22050,0.0,340.4273
622,22050,0.0,117.02812
623,22050,0.0,176.97914
624,22050,0.0,193.69751
625,22050,0.0,158.82404
626,22050,0.0,234.10893
627,22050,0.0,301.13914
628,22050,0.0,167.60118
629,22050,0.0,172.48608
630,22050,0.0,276.6624
631,22050,0.0,447.08526
632,22050,0.0,85.91628
633,22050,0.0,278.83057
634,22050,0.0,610.01098
635,22050,0.0,128.33914
636,22050,0.0,204.79955
637,22050,0.0,173.13914
638,22050,0.0,143.67302
639,22050,0.0,497.89342
640,22050,0.0,215.87546
641,22050,0.0,201.58649
642,22050,0.0,69.642
643,22050,0.0,242.6771
644,22050,0.0,306.31138
645,22050,0.0,157.20444
646,22050,0.0,148.63628
647,22050,0.0,202.10893
648,22050,0.0,213.15873
649,22050,0.0,170.9971
650,22050,0.0,165.74649
651,22050,0.0,200.51546
652,22050,0.0,219.08853
653,22050,0.0,203.28444
654,22050,0.0,252.08118
655,22050,0.0,270.44526
656,22050,0.0,241.8673
657,22050,0.0,263.65342
658,22050,0.0,223.97342
659,22050,0.0,281.12934
660,22050,0.0,276.00934
661,22050,0.0,307.98322
662,22050,0.0,247.11791
663,22050,0.0,200.6722
664,22050,0.0,735.60771
665,22050,0.0,177.78893
666,22050,0.0,243.61751
667,22050,0.0,364.77342
668,22050,0.0,215.2224
669,22050,0.0,163.83955
670,22050,0.0,243.25179
671,22050,0.0,202.00444
672,22050,0.0,173.60934
673,22050,0.0,122.06975
674,22050,0.0,207.28118
675,22050,0.0,279.90159
676,22050,0.0,65.82812
677,22050,0.0,231.94077
678,22050,0.0,201.45587
679,22050,0.0,135.00036
680,22050,0.0,288.62649
681,22050,0.0,191.7122
682,22050,0.0,260.98893
683,22050,0.0,131.65669
684,22050,0.0,120.76363
685,22050,0.0,240.48281
686,22050,0.0,242.02404
687,22050,0.0,151.58812
688,22050,0.0,301.45261
689,22050,0.0,358.37342
690,22050,0.0,193.72363
691,22050,0.0,130.45506
692,22050,0.0,234.81424
693,22050,0.0,202.34404
694,22050,0.0,353.04444
695,22050,0.0,294.76526
696,22050,0.0,213.62893
697,22050,0.0,269.06077
698,22050,0.0,160.62649
699,22050,0.0,274.1024
700,22050,0.0,134.68689
701,22050,0.0,162.35057
702,22050,0.0,48.69179
703,22050,0.0,164.62322
704,22050,0.0,320.31302
705,22050,0.0,252.47302
706,22050,0.0,179.06893
707,22050,0.0,186.17424
708,22050,0.0,181.55057
709,22050,0.0,255.63383
710,22050,0.0,284.1073
711,22050,0.0,137.69098
712,22050,0.0,163.52608
713,22050,0.0,203.7024
714,22050,0.0,89.62567
715,22050,0.0,135.18322
716,22050,0.0,285.02159
717,22050,0.0,275.3824
718,22050,0.0,228.80608
719,22050,0.0,258.92526
720,22050,0.0,229.01506
721,22050,0.0,216.81587
722,22050,0.0,230.24281
723,22050,0.0,242.9122
724,22050,0.0,291.42159
725,22050,0.0,337.76281
726,22050,0.0,211.35628
727,22050,0.0,124.39465
728,22050,0.0,199.07873
729,22050,0.0,501.2371
730,22050,0.0,277.83791
731,22050,0.0,362.68363
732,22050,0.0,269.34812
733,22050,0.0,291.39546
734,22050,0.0,187.74159
735,22050,0.0,295.10485
736,22050,0.0,272.95302
737,22050,0.0,398.602
738,22050,0.0,94.51057
739,22050,0.0,133.27628
740,22050,0.0,196.91057
741,22050,0.0,241.84118
742,22050,0.0,149.9424
743,22050,0.0,174.96771
744,22050,0.0,276.21832
745,22050,0.0,123.8722
746,22050,0.0,260.44036
747,22050,0.0,191.55546
748,22050,0.0,219.76771
749,22050,0.0,186.51383
750,22050,0.0,184.34567
751,22050,0.0,262.94812
752,22050,0.0,316.21179
753,22050,0.0,52.32281
754,22050,0.0,289.04444
755,22050,0.0,318.9024
756,22050,0.0,153.49506
757,22050,0.0,113.55383
758,22050,0.0,221.41342
759,22050,0.0,254.24934
760,22050,0.0,111.22893
761,22050,0.0,399.51628
762,22050,0.0,172.72118
763,22050,0.0,312.45016
764,22050,0.0,126.74567
765,22050,0.0,361.79546
766,22050,0.0,132.64934
767,22050,0.0,251.21914
768,22050,0.0,183.53587
769,22050,0.0,232.28036
770,22050,0.0,236.69506
771,22050,0.0,362.34404
772,22050,0.0,232.56771
773,22050,0.0,234.05669
774,22050,0.0,1610.00444
775,22050,0.0,189.85751
776,22050,0.0,160.73098
777,22050,0.0,46.00118
778,22050,0.0,144.74404
779,22050,0.0,155.53261
780,22050,0.0,427.07546
781,22050,0.0,201.482
782,22050,0.0,212.4273
783,22050,0.0,290.06322
784,22050,0.0,210.25914
785,22050,0.0,334.54975
786,22050,0.0,120.89424
787,22050,0.0,307.22567
788,22050,0.0,398.10567
789,22050,0.0,188.3424
790,22050,0.0,331.36281
791,22050,0.0,436.27057
792,22050,0.0,203.02322
793,22050,0.0,287.4771
794,22050,0.0,199.94077
795,22050,0.0,211.53914
796,22050,0.0,169.16853
797,22050,0.0,204.90404
798,22050,0.0,277.21098
799,22050,0.0,281.39057
800,22050,0.0,198.50404
801,22050,0.0,206.75873
802,22050,0.0,193.59302
803,22050,0.0,230.79138
804,22050,0.0,253.67465
805,22050,0.0,215.64036
806,22050,0.0,203.59791
807,22050,0.0,162.71628
808,22050,0.0,204.93016
809,22050,0.0,170.84036
810,22050,0.0,226.87302
811,22050,0.0,266.03057
812,22050,0.0,157.02159
813,22050,0.0,231.00036
814,22050,0.0,237.50485
815,22050,0.0,600.37179
816,22050,0.0,462.07955
817,22050,0.0,282.3571
818,22050,0.0,267.25832
819,22050,0.0,220.78649
820,22050,0.0,379.08853
821,22050,0.0,110.78485
822,22050,0.0,229.92934
823,22050,0.0,289.64526
824,22050,0.0,159.21587
825,22050,0.0,120.00608
826,22050,0.0,65.61914
827,22050,0.0,198.29506
828,22050,0.0,233.32526
829,22050,0.0,236.35546
830,22050,0.0,117.28934
831,22050,0.0,257.04444
832,22050,0.0,147.66975
833,22050,0.0,233.66485
834,22050,0.0,180.45342
835,22050,0.0,141.66159
836,22050,0.0,257.01832
837,22050,0.0,203.54567
838,22050,0.0,174.10567
839,22050,0.0,194.32444
840,22050,0.0,92.00281
841,22050,0.0,77.29587
842,22050,0.0,164.64934
843,22050,0.0,268.45995
844,22050,0.0,111.46404
845,22050,0.0,345.10322
846,22050,0.0,236.95628
847,22050,0.0,314.122
848,22050,0.0,223.39873
849,22050,0.0,267.57179
850,22050,0.0,190.9024
851,22050,0.0,187.76771
852,22050,0.0,290.84689
853,22050,0.0,187.53261
854,22050,0.0,332.79955
855,22050,0.0,257.82812
856,22050,0.0,178.72934
857,22050,0.0,263.83628
858,22050,0.0,235.78077
859,22050,0.0,120.08444
860,22050,0.0,274.18077
861,22050,0.0,239.35955
862,22050,0.0,159.29424
863,22050,0.0,182.72608
864,22050,0.0,205.29587
865,22050,0.0,274.54649
866,22050,0.0,284.26404
867,22050,0.0,341.08036
868,22050,0.0,334.52363
869,22050,0.0,132.96281
870,22050,0.0,151.71873
871,22050,0.0,113.26649
872,22050,0.0,341.002
873,22050,0.0,215.32689
874,22050,0.0,1023.86893
875,22050,0.0,148.50567
876,22050,0.0,147.80036
877,22050,0.0,27.89832
878,22050,0.0,220.89098
879,22050,0.0,215.95383
880,22050,0.0,211.90485
881,22050,0.0,218.22649
882,22050,0.0,149.21098
883,22050,0.0,86.09914
884,22050,0.0,223.73832
885,22050,0.0,589.87057
886,22050,0.0,199.96689
887,22050,0.0,171.80689
888,22050,0.0,261.8771
889,22050,0.0,291.89179
890,22050,0.0,235.17995
891,22050,0.0,176.97914
892,22050,0.0,222.24934
893,22050,0.0,194.24608
894,22050,0.0,247.11791
895,22050,0.0,215.64036
896,22050,0.0,343.43138
897,22050,0.0,330.63138
898,22050,0.0,239.35955
899,22050,0.0,216.21506
900,22050,0.0,154.27873
901,22050,0.0,136.98567
902,22050,0.0,356.04853
903,22050,0.0,277.002
904,22050,0.0,204.59057
905,22050,0.0,377.75628
906,22050,0.0,196.17914
907,22050,0.0,278.56934
908,22050,0.0,44.30322
909,22050,0.0,246.80444
910,22050,0.0,273.29261
911,22050,0.0,155.11465
912,22050,0.0,162.71628
913,22050,0.0,84.94975
914,22050,0.0,154.40934
915,22050,0.0,182.83057
916,22050,0.0,311.43138
917,22050,0.0,253.98812
918,22050,0.0,261.27628
919,22050,0.0,274.05016
920,22050,0.0,248.16281
921,22050,0.0,208.16934
922,22050,0.0,243.06893
923,22050,0.0,319.92118
924,22050,0.0,430.94159
925,22050,0.0,271.64689
926,22050,0.0,213.89016
927,22050,0.0,288.57424
928,22050,0.0,247.30077
929,22050,0.0,183.09179
930,22050,0.0,338.12853
931,22050,0.0,123.58485
932,22050,0.0,190.74567
933,22050,0.0,188.94322
934,22050,0.0,247.09179
935,22050,0.0,267.59791
936,22050,0.0,278.12526
937,22050,0.0,1819.76771
938,22050,0.0,178.23302
939,22050,0.0,438.90893
940,22050,0.0,283.32363
941,22050,0.0,212.63628
942,22050,0.0,174.18404
943,22050,0.0,384.60036
944,22050,0.0,147.1473
945,22050,0.0,237.19138
946,22050,0.0,220.3424
947,22050,0.0,296.54159
948,22050,0.0,297.45587
949,22050,0.0,299.4673
950,22050,0.0,176.90077
951,22050,0.0,264.61995
952,22050,0.0,1815.2224
953,22050,0.0,256.39138
954,22050,0.0,266.78812
955,22050,0.0,274.93832
956,22050,0.0,132.70159
957,22050,0.0,136.46322
958,22050,0.0,252.682
959,22050,0.0,293.04118
960,22050,0.0,352.20853
961,22050,0.0,535.69261
962,22050,0.0,317.46567
963,22050,0.0,129.35791
964,22050,0.0,221.962
965,22050,0.0,193.69751
966,22050,0.0,276.37506
967,22050,0.0,223.18975
968,22050,0.0,300.59057
969,22050,0.0,163.99628
970,22050,0.0,172.14649
971,22050,0.0,333.58322
972,22050,0.0,198.05995
973,22050,0.0,237.50485
974,22050,0.0,117.13261
975,22050,0.0,165.11955
976,22050,0.0,335.09832
977,22050,0.0,256.33914
978,22050,0.0,277.55057
979,22050,0.0,242.31138
980,22050,0.0,185.83465
981,22050,0.0,188.26404
982,22050,0.0,162.24608
983,22050,0.0,318.61506
984,22050,0.0,167.78404
985,22050,0.0,119.30077
986,22050,0.0,342.09914
987,22050,0.0,228.38812
988,22050,0.0,142.70649
989,22050,0.0,251.55873
990,22050,0.0,344.21506
991,22050,0.0,87.45751
992,22050,0.0,169.87383
993,22050,0.0,256.39138
994,22050,0.0,227.082
995,22050,0.0,242.62485
996,22050,0.0,236.95628
997,22050,0.0,127.05914
